time,weatherType,humEnum,hum,tempEnum,temp,intensity,windInstance,windTracked
0,Hail,HumidityMid,0.3577876,TemperatureLow,0.3198927,0.510517,(-0.9, 0.5),(0.0, 0.0)
59.99617,Overcast,HumidityMid,0.4290656,TemperatureMid,0.3705237,0.5675496,(-1.0, 0.3),(225.0, -260.1)
119.9923,Clear,HumidityLow,0.3286093,TemperatureHigh,0.7492269,0.330307,(-0.7, -0.7),(95.8, -526.5)
179.9976,Overcast,HumidityMid,0.5071343,TemperatureMid,0.3785627,0.5057381,(0.0, -1.0),(559.0, -527.0)
239.9878,Hail,HumidityMid,0.4774082,TemperatureLow,0.2323799,0.6558369,(-0.8, 0.6),(330.1, -180.8)
299.9808,Hail,HumidityMid,0.5311205,TemperatureLow,0.1976367,0.6581629,(0.0, 1.0),(436.5, -250.5)
359.9847,Overcast,HumidityMid,0.3629985,TemperatureMid,0.6495511,0.2591366,(0.8, 0.7),(351.9, -842.4)
419.9892,Overcast,HumidityMid,0.6370026,TemperatureMid,0.3769921,0.2090342,(-0.9, -0.5),(850.2, -1276.0)
479.9805,Overcast,HumidityMid,0.3629985,TemperatureMid,0.6495511,0.2591366,(1.0, -0.2),(352.5, -861.0)
539.9828,Overcast,HumidityMid,0.5333947,TemperatureMid,0.38339,0.1347366,(0.6, -0.8),(702.1, -1206.0)
599.9837,Rain,HumidityMid,0.4055684,TemperatureHigh,0.7830054,0.1944776,(-1.0, -0.1),(200.6, -1016.5)
659.9839,Rain,HumidityMid,0.6645379,TemperatureHigh,0.680611,0.5824244,(0.5, -0.9),(-566.4, -901.3)
719.9909,Rain,HumidityHigh,0.6803445,TemperatureMid,0.5943062,0.6373245,(-0.5, 0.9),(-587.1, -853.4)
779.9871,Overcast,HumidityMid,0.5981096,TemperatureMid,0.6652826,0.2819979,(0.5, -0.9),(102.0, -1213.7)
839.9893,Overcast,HumidityMid,0.6457637,TemperatureMid,0.6665629,0.5961435,(0.1, -1.0),(-175.9, -1526.3)
899.9767,Storm,HumidityHigh,0.6795493,TemperatureHigh,0.7494737,0.4703856,(0.4, -0.9),(-85.5, -1374.1)
959.9835,Storm,HumidityHigh,0.6672822,TemperatureHigh,0.7967375,0.4281356,(-0.9, 0.5),(-25.5, -1312.0)
1019.981,Overcast,HumidityMid,0.4654251,TemperatureMid,0.6496304,0.4558019,(-0.4, 0.9),(-336.8, -721.8)
1079.98,Rain,HumidityMid,0.6312827,TemperatureHigh,0.9320685,0.3915518,(0.0, -1.0),(-149.3, -1202.8)
1139.986,Overcast,HumidityMid,0.5468773,TemperatureMid,0.4052737,0.3823375,(-0.8, 0.5),(354.0, -1481.1)
1199.984,Overcast,HumidityMid,0.5539778,TemperatureMid,0.4860168,0.4742292,(-0.1, 1.0),(231.2, -1551.9)
1259.98,Clear,HumidityLow,0.306049,TemperatureMid,0.5885895,0.3333353,(1.0, 0.1),(665.2, -2557.7)
1319.991,Overcast,HumidityMid,0.4698477,TemperatureMid,0.3336672,0.4923728,(-0.6, 0.8),(327.9, -2524.2)
1379.99,Overcast,HumidityMid,0.4698477,TemperatureMid,0.3336672,0.4923728,(-0.6, 0.8),(308.8, -2523.7)
1439.997,Hail,HumidityMid,0.3556091,TemperatureLow,0.3258304,0.5470937,(-0.9, 0.5),(161.9, -2304.3)
1499.986,Clear,HumidityLow,0.3259779,TemperatureMid,0.3919045,0.5021232,(-1.0, 0.1),(271.0, -2282.1)
1559.979,Overcast,HumidityMid,0.3471583,TemperatureMid,0.3653628,0.6049684,(-0.8, 0.6),(100.0, -2217.0)
1619.994,Hail,HumidityMid,0.3674985,TemperatureLow,0.3055486,0.5790665,(1.0, 0.0),(-22.8, -2303.3)
1679.979,Overcast,HumidityMid,0.362037,TemperatureMid,0.3589374,0.6276511,(-0.8, 0.6),(11.7, -2274.5)
1739.974,Overcast,HumidityMid,0.3749847,TemperatureMid,0.4216089,0.5174087,(-0.9, 0.4),(-316.5, -2404.4)
1799.974,Overcast,HumidityMid,0.3609433,TemperatureMid,0.3343275,0.4457453,(-1.0, 0.0),(-213.0, -2496.2)
1859.98,Overcast,HumidityMid,0.3700807,TemperatureMid,0.3576142,0.4115514,(-0.5, 0.9),(-274.8, -2544.2)
1919.987,Overcast,HumidityMid,0.511166,TemperatureMid,0.6450672,0.7936716,(0.8, -0.6),(-710.1, -2308.5)
1979.985,Overcast,HumidityLow,0.2637558,TemperatureLow,0.3118303,0.5772608,(-0.7, 0.7),(-954.7, -2024.4)
2039.977,Overcast,HumidityMid,0.3482372,TemperatureMid,0.3949649,0.7011725,(0.9, -0.3),(-834.7, -2065.6)
2099.98,Overcast,HumidityMid,0.4652731,TemperatureMid,0.5387375,0.5576798,(0.9, -0.5),(-478.4, -2466.2)
