time,weatherType,humEnum,hum,tempEnum,temp,intensity,windInstance,windTracked
0,Overcast,HumidityMid,0.5588206,TemperatureMid,0.4551787,0.6082727,(-3.5, 3.5),(0.0, 0.0)
9.992944,Rain,HumidityMid,0.4652731,TemperatureHigh,0.7034409,0.5020182,(-3.5, 3.6),(-288.4, 291.4)
19.99219,Overcast,HumidityMid,0.5071048,TemperatureMid,0.6247304,0.2213367,(-0.9, 4.9),(-678.9, 857.3)
29.99169,Rain,HumidityMid,0.5071257,TemperatureHigh,0.6773053,0.1685166,(4.5, -2.2),(-642.8, 863.4)
39.98734,Overcast,HumidityMid,0.4292161,TemperatureMid,0.6578239,0.7647016,(3.5, -3.6),(-18.2, 378.8)
49.98159,Overcast,HumidityMid,0.4652731,TemperatureMid,0.3918087,0.4558019,(-4.7, 1.6),(-32.3, -186.7)
59.98632,Hail,HumidityMid,0.3808341,TemperatureLow,0.2980907,0.7050467,(-3.1, 3.9),(-1154.1, 728.3)
69.99712,Overcast,HumidityLow,0.3213599,TemperatureLow,0.05770855,0.7607921,(-3.8, 3.2),(-1406.2, 998.2)
79.9817,Hail,HumidityMid,0.349047,TemperatureLow,0.03510489,0.7617649,(-3.8, 3.2),(-1459.7, 1043.3)
89.9825,Overcast,HumidityLow,0.3012014,TemperatureLow,0.06139471,0.7718884,(-3.8, 3.2),(-1467.3, 1049.8)
99.996,Clear,HumidityLow,0.2941701,TemperatureMid,0.3459726,0.5703657,(0.4, -5.0),(-1996.5, 1281.3)
109.9898,Clear,HumidityLow,0.2924827,TemperatureMid,0.3818246,0.5487216,(2.9, -4.1),(-1960.9, 1135.2)
119.9851,Overcast,HumidityMid,0.3420272,TemperatureMid,0.4128624,0.5179909,(3.2, -3.8),(-1838.5, 971.0)
129.9954,Clear,HumidityLow,0.3048792,TemperatureMid,0.3635472,0.5656676,(3.2, -3.8),(-1832.0, 963.4)
139.9867,Overcast,HumidityMid,0.3420257,TemperatureMid,0.370994,0.5583861,(3.2, -3.8),(-1783.3, 906.3)
149.9862,Hail,HumidityMid,0.3450062,TemperatureLow,0.3182868,0.6122593,(3.4, -3.7),(-1730.7, 846.1)
159.984,Overcast,HumidityLow,0.3141463,TemperatureLow,0.2617951,0.6687511,(3.4, -3.7),(-1707.1, 820.2)
